index,frame_id,id,x,y,w,h,tl_x,br_x,tl_y,br_y
3,246,12,672.9729,152.6764,20.63,59.5692,662,683,122,182
4,246,13,224.7566,190.2897,31.9849,74.4562,208,240,153,227
5,246,14,646.7754,312.0242,37.0212,106.5156,628,665,258,365
6,246,17,51.3385,209.6559,26.815,68.9527,37,64,175,244
0,247,1,574.0859,229.2118,32.031,76.4059,558,590,191,267
1,247,9,417.4315,285.0264,38.8443,96.6654,398,436,236,333
2,247,11,646.81,150.5175,23.58,65.545,635,658,117,183
3,247,12,672.4524,153.2376,20.63,59.795,662,682,123,183
4,247,13,221.1659,189.7876,31.54,74.2717,205,236,152,226
5,247,14,639.7333,309.7914,36.9631,105.8483,621,658,256,362
6,247,17,51.2112,209.662,26.8105,68.9151,37,64,175,244
0,248,1,567.8785,228.1711,32.0613,76.0725,551,583,190,266
1,248,9,411.5845,282.9301,38.5829,96.0671,392,430,234,330
2,248,11,645.9587,150.9911,23.8025,65.4871,634,657,118,183
3,248,12,671.8264,153.815,20.63,60.0208,661,682,123,183
4,248,13,217.6479,189.2827,31.0975,74.0868,202,233,152,226
5,248,14,632.0504,307.3001,36.902,105.1863,613,650,254,359
6,248,17,51.0331,209.686,26.7892,68.8887,37,64,175,244
0,249,1,561.6858,227.1522,32.1017,75.7487,545,577,189,265
1,249,9,405.7398,280.8378,38.3213,95.4688,386,424,233,328
2,249,11,645.1073,151.4644,24.0253,65.4288,633,657,118,184
3,249,12,671.0048,154.4227,20.63,60.247,660,681,124,184
4,249,13,214.1572,188.7744,30.6637,73.9004,198,229,151,225
5,249,14,623.9806,304.7308,36.836,104.5344,605,642,252,356
6,249,17,50.8281,209.7199,26.7589,68.8683,37,64,175,244
0,250,1,555.4975,226.1399,32.145,75.4271,539,571,188,263
1,250,9,399.8952,278.7453,38.0603,94.87,380,418,231,326
2,250,11,644.2558,151.9375,24.2484,65.37,632,656,119,184
3,250,12,669.9164,155.0718,20.63,60.4734,659,680,124,185
4,250,13,210.6832,188.259,30.2519,73.7107,195,225,151,225
5,250,14,615.972,302.3496,36.7634,103.8963,597,634,250,354
6,250,17,50.6129,209.7575,26.725,68.85,37,63,175,244
0,251,1,549.3092,225.1278,32.1883,75.105,533,565,187,262
1,251,9,394.0507,276.6531,37.7997,94.2712,375,412,229,323
2,251,11,643.4041,152.4109,24.4716,65.3112,631,655,119,185
3,251,12,668.5608,155.7623,20.63,60.7,658,678,125,186
4,251,13,207.24,187.7309,29.8805,73.5155,192,222,150,224
5,251,14,608.3421,300.3158,36.6846,103.2723,589,626,248,351
6,251,17,50.3951,209.7959,26.69,68.8324,37,63,175,244
0,252,1,543.1208,224.1161,32.2317,74.7829,527,559,186,261
1,252,9,388.2063,274.5614,37.5387,93.6729,369,406,227,321
2,252,11,642.5523,152.8849,24.6947,65.2529,630,654,120,185
3,252,12,667.0086,156.4834,20.63,60.9267,656,677,126,186
4,252,13,203.8387,187.1853,29.5645,73.313,189,218,150,223
5,252,14,601.1157,298.6001,36.601,102.6586,582,619,247,349
6,252,17,50.1775,209.8341,26.655,68.815,36,63,175,244
0,253,1,536.9325,223.1044,32.275,74.4613,520,553,185,260
1,253,9,382.3617,272.4701,37.2771,93.075,363,401,225,319
2,253,11,641.7004,153.3591,24.9175,65.195,629,654,120,185
3,253,12,665.3506,157.2207,20.63,61.1533,655,675,126,187
4,253,13,200.4792,186.6222,29.3038,73.1033,185,215,150,223
5,253,14,594.1424,297.0818,36.5128,102.0544,575,612,246,348
6,253,17,49.96,209.8722,26.62,68.7976,36,63,175,244
0,254,1,530.7442,222.0924,32.3184,74.1404,514,546,185,259
1,254,9,376.5167,270.3786,37.015,92.4771,358,395,224,316
2,254,11,640.8375,153.8369,25.1364,65.1409,628,653,121,186
3,254,12,663.6513,157.9638,20.63,61.38,653,673,127,188
4,254,13,197.1506,186.0466,29.0838,72.888,182,211,149,222
5,254,14,587.2837,295.6725,36.4173,101.4653,569,605,244,346
6,254,17,49.7425,209.9103,26.585,68.78,36,63,175,244
0,255,1,524.556,221.08,32.362,73.8201,508,540,184,257
1,255,9,370.6714,268.2868,36.7529,91.8787,352,389,222,314
2,255,11,639.9373,154.3266,25.3427,65.0988,627,652,121,186
3,255,12,661.9404,158.7083,20.63,61.6067,651,672,127,189
4,255,13,193.8391,185.4646,28.8859,72.6696,179,208,149,221
5,255,14,580.451,294.3514,36.3054,100.9094,562,598,243,344
6,255,17,49.525,209.9487,26.55,68.7624,36,62,175,244
0,256,1,518.3679,220.0679,32.4058,73.5,502,534,183,256
1,256,9,364.8264,266.1948,36.4912,91.2797,346,383,220,311
2,256,11,638.943,154.8472,25.5177,65.088,626,651,122,187
3,256,12,660.2301,159.4528,20.63,61.8333,649,670,128,190
4,256,13,190.5346,184.8801,28.6967,72.45,176,204,148,221
5,256,14,573.6034,293.1487,36.1634,100.4139,555,591,242,343
6,256,17,49.3075,209.9875,26.515,68.745,36,62,175,244
0,257,1,512.18,219.0563,32.45,73.18,495,528,182,255
1,257,9,358.9893,264.1036,36.2294,90.682,340,377,218,309
2,257,11,637.7739,155.4261,25.6344,65.1356,624,650,122,187
3,257,12,658.52,160.1979,20.63,62.06,648,668,129,191
4,257,13,187.2329,184.295,28.51,72.2299,172,201,148,220
5,257,14,566.735,292.1074,35.9799,100.0008,548,584,242,342
6,257,17,49.09,210.0263,26.48,68.7276,35,62,175,244
0,258,1,505.9921,218.0454,32.4942,72.86,489,522,181,254
1,258,9,353.1779,262.0153,35.9655,90.0903,335,371,216,307
2,258,11,636.3666,156.0847,25.6713,65.263,623,649,123,188
3,258,12,656.81,160.9433,20.63,62.2866,646,667,129,192
4,258,13,183.9317,183.7098,28.3233,72.0096,169,198,147,219
5,258,14,559.8459,291.2278,35.7551,99.6704,541,577,241,341
6,258,17,48.8725,210.0647,26.445,68.71,35,62,175,244
0,259,1,499.804,217.035,32.538,72.5399,483,516,180,253
1,259,9,347.4303,259.9347,35.6957,89.5137,329,365,215,304
2,259,11,634.7206,156.8231,25.6287,65.4697,621,647,124,189
3,259,12,655.1,161.6886,20.63,62.513,644,665,130,192
4,259,13,180.6305,183.1244,28.1367,71.7887,166,194,147,219
5,259,14,552.9415,290.467,35.4997,99.4006,535,570,240,340
6,259,17,48.655,210.1028,26.41,68.6924,35,61,175,244
0,260,1,493.6158,216.0243,32.5816,72.2196,477,509,179,252
1,260,9,341.8013,257.8685,35.4152,88.9644,324,359,213,302
2,260,11,632.8996,157.6196,25.5281,65.7347,620,645,124,190
3,260,12,653.4007,162.4338,20.63,62.7392,643,663,131,193
4,260,13,177.3287,182.5386,27.95,71.5671,163,191,146,218
5,260,14,546.0289,289.7703,35.2277,99.1634,528,563,240,339
6,260,17,48.4375,210.1409,26.375,68.675,35,61,175,244
0,261,1,487.4275,215.0131,32.625,71.8987,471,503,179,250
1,261,9,336.3341,255.8212,35.1202,88.4516,318,353,211,300
2,261,11,630.9841,158.4474,25.3965,66.031,618,643,125,191
3,261,12,651.7381,163.1797,20.63,62.965,641,662,131,194
4,261,13,174.0262,181.9525,27.7633,71.345,160,187,146,217
5,261,14,539.1127,289.0984,34.9487,98.9387,521,556,239,338
6,261,17,48.22,210.1791,26.34,68.6576,35,61,175,244
0,262,1,481.2392,214.0007,32.6683,71.5771,464,497,178,249
1,262,9,331.0491,253.7942,34.8108,87.9746,313,348,209,297
2,262,11,629.0313,159.2878,25.2526,66.34,616,641,126,192
3,262,12,650.1684,163.9293,20.63,63.1908,639,660,132,195
4,262,13,170.7232,181.3663,27.5767,71.1229,156,184,145,216
5,262,14,532.1951,288.4331,34.6671,98.7171,514,549,239,337
6,262,17,48.0025,210.2175,26.305,68.64,34,61,175,244
0,263,1,475.0508,212.9875,32.7117,71.255,458,491,177,248
1,263,9,325.9527,251.7869,34.4909,87.5236,308,343,208,295
2,263,11,627.0675,160.1321,25.105,66.6526,614,639,126,193
3,263,12,648.7711,164.6864,20.63,63.417,638,659,132,196
4,263,13,167.4201,180.7803,27.39,70.9013,153,181,145,216
5,263,14,525.2772,287.7671,34.385,98.495,508,542,238,337
6,263,17,47.7849,210.2562,26.27,68.6224,34,60,175,244
0,264,1,468.8626,211.9743,32.755,70.9329,452,485,176,247
1,264,9,321.0965,249.8028,34.1653,87.0866,304,338,206,293
2,264,11,625.1037,160.9767,24.9574,66.965,612,637,127,194
3,264,12,647.6088,165.4537,20.63,63.6434,637,657,133,197
4,264,13,164.1171,180.1943,27.2033,70.6804,150,177,144,215
5,264,14,518.3589,287.1006,34.1029,98.2729,501,535,237,336
6,264,17,47.5671,210.295,26.235,68.605,34,60,175,244
0,265,1,462.6746,210.9619,32.7984,70.6113,446,479,175,246
1,265,9,316.5924,247.8513,33.8378,86.6551,299,333,204,291
2,265,11,623.14,161.821,24.8099,67.2774,610,635,128,195
3,265,12,646.6821,166.2308,20.63,63.87,636,656,134,198
4,265,13,160.8146,179.6081,27.0167,70.4601,147,174,144,214
5,265,14,511.4544,286.4294,33.8213,98.0513,494,528,237,335
6,265,17,47.3487,210.3335,26.2,68.5876,34,60,176,244
0,266,1,456.4873,209.9506,32.842,70.2904,440,472,174,245
1,266,9,312.5404,245.9415,33.51,86.2254,295,329,202,289
2,266,11,621.1761,162.665,24.6622,67.5899,608,633,128,196
3,266,12,645.9285,167.0147,20.63,64.0967,635,656,134,199
4,266,13,157.5129,179.0219,26.83,70.24,144,170,143,214
5,266,14,504.5977,285.7425,33.5404,97.8304,487,521,236,334
6,266,17,47.113,210.3682,26.165,68.57,34,60,176,244
0,267,1,450.3008,208.9397,32.8858,69.9701,433,466,173,243
1,267,9,308.9332,244.0726,33.1822,85.7963,292,325,201,286
2,267,11,619.226,163.5085,24.5161,67.9003,606,631,129,197
3,267,12,645.2683,167.8021,20.63,64.3233,634,655,135,199
4,267,13,154.2117,178.4359,26.6433,70.02,140,167,143,213
5,267,14,497.8609,285.0159,33.2601,97.6101,481,514,236,333
6,267,17,46.8195,210.3915,26.13,68.5524,33,59,176,244
0,268,1,444.115,207.9287,32.93,69.65,427,460,173,242
1,268,9,305.6526,242.234,32.8542,85.3679,289,322,199,284
2,268,11,617.3234,164.3507,24.3765,68.2035,605,629,130,198
3,268,12,644.645,168.5908,20.63,64.55,634,654,136,200
4,268,13,150.9275,177.8606,26.4581,69.8046,137,164,142,212
5,268,14,491.3459,284.2146,32.98,97.39,474,507,235,332
6,268,17,46.3813,210.3857,26.095,68.5349,33,59,176,244
0,269,1,437.9292,206.9171,32.9742,69.33,421,454,172,241
1,269,9,302.5483,240.4119,32.5258,84.94,286,318,197,282
2,269,11,615.5411,165.1893,24.2541,68.4896,603,627,130,199
3,269,12,644.0324,169.3802,20.63,64.7766,633,654,136,201
4,269,13,147.701,177.3206,26.2781,69.6051,134,160,142,212
5,269,14,485.1324,283.3113,32.7,97.17,468,501,234,331
6,269,17,45.6756,210.3264,26.06,68.5172,32,58,176,244
0,270,1,431.7427,205.905,33.018,69.01,415,448,171,240
1,270,9,299.5139,238.5961,32.1978,84.5121,283,315,196,280
2,270,11,613.9817,166.0208,24.1634,68.7447,601,626,131,200
3,270,12,643.42,170.1696,20.63,65.003,633,653,137,202
4,270,13,144.621,176.8695,26.1111,69.4457,131,157,142,211
5,270,14,479.2201,282.3058,32.42,96.95,463,495,233,330
6,270,17,44.6054,210.194,26.025,68.4992,31,57,175,244
0,271,1,425.5554,204.8929,33.0616,68.69,409,442,170,239
1,271,9,296.5,236.7819,31.87,84.0837,280,312,194,278
2,271,11,612.7253,166.8424,24.1156,68.9578,600,624,132,201
3,271,12,642.8076,170.9586,20.63,65.2292,632,653,138,203
4,271,13,141.8134,176.5826,25.9685,69.361,128,154,141,211
5,271,14,473.5286,281.2257,32.14,96.7299,457,489,232,329
6,271,17,43.1701,209.9887,25.99,68.4808,30,56,175,244
0,272,1,419.3674,203.8812,33.105,68.3699,402,435,169,238
1,272,9,293.5017,234.9699,31.5439,83.6547,277,309,193,276
2,272,11,611.7713,167.6539,24.11,69.1288,599,623,133,202
3,272,12,642.195,171.7472,20.63,65.455,631,652,139,204
4,272,13,139.3774,176.5191,25.8593,69.3779,126,152,141,211
5,272,14,467.9559,280.1054,31.86,96.5096,452,483,231,328
6,272,17,41.4666,209.7299,25.955,68.4628,28,54,175,243
0,273,1,413.1799,202.8737,33.1414,68.0524,396,429,168,236
1,273,9,290.5568,233.1666,31.2232,83.2254,274,306,191,274
2,273,11,611.0393,168.4582,24.1352,69.2685,598,623,133,203
3,273,12,641.5824,172.5354,20.63,65.6808,631,651,139,205
4,273,13,137.3132,176.6791,25.7839,69.4967,124,150,141,211
5,273,14,462.43,278.969,31.58,96.2887,446,478,230,327
6,273,17,39.6024,209.4483,25.9456,68.4389,26,52,175,243
0,274,1,406.9948,201.8783,33.1538,67.7441,390,423,168,235
1,274,9,287.747,231.3856,30.9167,82.7967,272,303,189,272
2,274,11,610.4271,169.2589,24.1769,69.3911,598,622,134,203
3,274,12,640.97,173.3238,20.63,65.907,630,651,140,206
4,274,13,135.5225,177.0033,25.7335,69.6904,122,148,142,211
5,274,14,456.9179,277.8273,31.3,96.0671,441,472,229,325
6,274,17,37.6139,209.1762,26.0243,68.3941,24,50,174,243
0,275,1,400.8158,200.9131,33.1056,67.4597,384,417,167,234
1,275,9,285.1878,229.6461,30.6372,82.3692,269,300,188,270
2,275,11,609.8625,170.0585,24.225,69.5069,597,621,135,204
3,275,12,640.3576,174.1127,20.63,66.1334,630,650,141,207
4,275,13,133.8795,177.4165,25.6966,69.9247,121,146,142,212
5,275,14,451.4063,276.6846,31.02,95.845,435,466,228,324
6,275,17,35.4758,208.9504,26.2999,68.302,22,48,174,243
0,276,1,394.6483,200.0036,32.9449,67.2201,378,411,166,233
1,276,9,282.9699,227.9632,30.3944,81.9434,267,298,186,268
2,276,11,609.3117,170.8577,24.275,69.6208,597,621,136,205
3,276,12,639.745,174.9019,20.63,66.36,629,650,141,208
4,276,13,132.3327,177.8654,25.665,70.175,119,145,142,212
5,276,14,445.8954,275.5414,30.74,95.6229,430,461,227,323
6,276,17,33.137,208.8122,26.9005,68.1327,19,46,174,242
0,277,1,388.4963,199.1704,32.6307,67.042,372,404,165,232
1,277,9,281.093,226.3367,30.1881,81.519,265,296,185,267
2,277,11,608.7606,171.6567,24.325,69.735,596,620,136,206
3,277,12,639.1324,175.6914,20.63,66.5867,628,649,142,208
4,277,13,130.9319,178.325,25.635,70.43,118,143,143,213
5,277,14,440.3851,274.3985,30.46,95.4013,425,455,226,322
6,277,17,30.6604,208.7813,27.8425,67.8835,16,44,174,242
0,278,1,382.3595,198.4139,32.1628,66.9256,366,398,164,231
1,278,9,279.4833,224.7516,30.0082,81.0954,264,294,184,265
2,278,11,608.2094,172.4554,24.375,69.8492,596,620,137,207
3,278,12,638.52,176.4807,20.63,66.8133,628,648,143,209
4,278,13,129.8574,178.7846,25.605,70.685,117,142,143,214
5,278,14,434.875,273.2565,30.18,95.1804,419,449,225,320
6,278,17,28.3225,208.8341,28.9388,67.6015,13,42,175,242
0,279,1,376.2339,197.7138,31.582,66.8545,360,392,164,231
1,279,9,278.0653,223.1888,29.8425,80.6725,263,292,182,263
2,279,11,607.6584,173.2543,24.425,69.963,595,619,138,208
3,279,12,637.9076,177.2697,20.63,67.04,627,648,143,210
4,279,13,129.3996,179.2478,25.575,70.94,116,142,143,214
5,279,14,429.3682,272.1216,29.9037,94.9576,414,444,224,319
6,279,17,26.4889,208.9162,29.8935,67.3589,11,41,175,242
0,280,1,370.1144,197.0442,30.9405,66.8075,354,385,163,230
1,280,9,276.8435,221.635,29.6828,80.25,262,291,181,261
2,280,11,607.1078,174.0533,24.475,70.0766,594,619,139,209
3,280,12,637.295,178.0583,20.63,67.2667,626,647,144,211
4,280,13,129.8053,179.7244,25.545,71.195,117,142,144,215
5,280,14,423.8727,271.0086,29.6402,94.7262,409,438,223,318
0,281,1,363.9975,196.3867,30.275,66.77,348,379,163,229
1,281,9,275.9012,220.0838,29.5251,79.8276,261,290,180,259
2,281,11,606.5575,174.8522,24.525,70.19,594,618,139,209
3,281,12,636.6824,178.847,20.63,67.4933,626,646,145,212
4,281,13,131.1352,180.2361,25.515,71.45,118,143,144,215
5,281,14,418.4053,269.9494,29.409,94.4728,403,433,222,317
0,282,1,357.8813,195.7327,29.6026,66.7353,343,372,162,229
1,282,9,275.3183,218.5325,29.3676,79.405,260,290,178,258
2,282,11,606.0072,175.6509,24.5751,70.3034,593,618,140,210
3,282,12,636.07,179.6359,20.63,67.72,625,646,145,213
4,282,13,133.2564,180.8137,25.485,71.705,120,145,144,216
5,282,14,412.9906,268.9894,29.2375,94.1785,398,427,221,316
0,283,1,351.765,195.0788,28.93,66.7009,337,366,161,228
1,283,9,275.0949,216.9813,29.21,78.9824,260,289,177,256
2,283,11,605.4568,176.4494,24.6254,70.417,593,617,141,211
3,283,12,635.4576,180.4252,20.63,67.9466,625,645,146,214
4,283,13,135.9578,181.4812,25.455,71.96,123,148,145,217
5,283,14,407.6475,268.1643,29.1475,93.8284,393,422,221,315
0,284,1,345.6487,194.4251,28.2574,66.6669,331,359,161,227
1,284,9,275.1355,215.4304,29.0524,78.56,260,289,176,254
2,284,11,604.9062,177.2482,24.6763,70.5308,592,617,141,212
3,284,12,634.845,181.2146,20.63,68.173,624,645,147,215
4,284,13,139.0421,182.2387,25.425,72.215,126,151,146,218
5,284,14,402.3762,267.4741,29.139,93.4224,387,416,220,314
0,285,1,339.5378,193.7768,27.5901,66.631,325,353,160,227
1,285,9,275.3186,213.8801,28.8949,78.1376,260,289,174,252
2,285,11,604.3558,178.0475,24.7279,70.645,591,616,142,213
3,285,12,634.2324,182.0037,20.63,68.3992,623,644,147,216
4,285,13,142.3504,183.0623,25.395,72.47,129,155,146,219
5,285,14,397.1577,266.8829,29.1902,92.9749,382,411,220,313
0,286,1,333.4451,193.1464,26.9402,66.588,319,346,159,226
1,286,9,275.5577,212.3304,28.7372,77.715,261,289,173,251
2,286,11,603.8058,178.8468,24.78,70.7592,591,616,143,214
3,286,12,633.62,182.7925,20.63,68.625,623,643,148,217
4,286,13,145.759,183.9216,25.365,72.725,133,158,147,220
5,286,14,391.9674,266.3447,29.2737,92.5046,377,406,220,312
0,287,1,327.3985,192.5613,26.3345,66.5269,314,340,159,225
1,287,9,275.8127,210.7812,28.5792,77.2924,261,290,172,249
2,287,11,603.2561,179.6457,24.8321,70.8731,590,615,144,215
3,287,12,633.0076,183.5813,20.63,68.8508,622,643,149,218
4,287,13,149.2075,184.795,25.335,72.98,136,161,148,221
5,287,14,386.7968,265.8221,29.37,92.025,372,401,219,311
0,288,1,321.4376,192.0604,25.8107,66.4327,308,334,158,225
1,288,9,276.1121,209.2381,28.4224,76.8723,261,290,170,247
2,288,11,602.706,180.4443,24.8837,70.9869,590,615,144,215
3,288,12,632.3951,184.3704,20.63,69.077,622,642,149,218
4,288,13,152.6675,185.6726,25.305,73.235,140,165,149,222
5,288,14,381.6594,265.2871,29.47,91.5429,366,396,219,311
0,289,1,315.5935,191.6743,25.3988,66.2939,302,328,158,224
1,289,9,276.5654,207.7149,28.2714,76.4603,262,290,169,245
2,289,11,602.1554,181.2432,24.9346,71.1008,589,614,145,216
3,289,12,631.7828,185.1598,20.63,69.3034,621,642,150,219
4,289,13,156.1275,186.5504,25.275,73.49,143,168,149,223
5,289,14,376.5979,264.7053,29.57,91.0613,361,391,219,310
0,290,1,309.8664,191.4029,25.0985,66.1104,297,322,158,224
1,290,9,277.4073,206.2425,28.1345,76.0688,263,291,168,244
2,290,11,601.6031,182.0502,24.9849,71.218,589,614,146,217
3,290,12,631.1826,185.954,20.6306,69.5311,620,641,151,220
4,290,13,159.5876,187.4288,25.245,73.745,146,172,150,224
5,290,14,371.6774,264.0364,29.67,90.5804,356,386,218,309
0,291,1,304.2249,191.2158,24.8799,65.8942,291,316,158,224
1,291,9,278.9686,204.8653,28.0233,75.7154,264,292,167,242
2,291,11,601.0465,182.8836,25.0349,71.3457,588,613,147,218
3,291,12,630.623,186.7649,20.6333,69.7626,620,640,151,221
4,291,13,163.0478,188.3079,25.215,74.0,150,175,151,225
5,291,14,366.9488,263.2485,29.7699,90.1,352,381,218,308
0,292,1,298.6294,191.074,24.7051,65.6605,286,310,158,223
1,292,9,281.5093,203.6184,27.9468,75.4147,267,295,165,241
2,292,11,600.4791,183.7834,25.0846,71.4998,587,613,148,219
3,292,12,630.1653,187.6185,20.6413,70.0038,619,640,152,222
4,292,13,166.5084,189.1875,25.185,74.255,153,179,152,226
5,292,14,362.4118,262.3407,29.8696,89.6196,347,377,217,307
0,293,1,293.052,190.95,24.5479,65.42,280,305,158,223
1,293,9,285.0294,202.5024,27.905,75.1669,271,298,164,240
2,293,11,599.8916,184.8068,25.1336,71.7031,587,612,148,220
3,293,12,629.8962,188.5518,20.6593,70.2631,619,640,153,223
4,293,13,169.9909,190.0647,25.155,74.51,157,182,152,227
5,293,14,358.0151,261.3446,29.9687,89.1387,343,372,216,305
0,294,1,287.48,190.8312,24.3962,65.1776,275,299,158,223
1,294,9,289.2692,201.4828,27.8888,74.9579,275,303,164,238
2,294,11,599.2765,185.9992,25.1817,71.9741,586,611,150,221
3,294,12,629.8846,189.5939,20.691,70.5472,619,640,154,224
4,294,13,173.5475,190.9329,25.125,74.765,160,186,153,228
5,294,14,353.694,260.3005,30.0671,88.6571,338,368,215,304
0,295,1,281.9084,190.7125,24.245,64.935,269,294,158,223
1,295,9,293.8973,200.5154,27.8867,74.7695,279,307,163,237
2,295,11,598.6463,187.3597,25.2287,72.313,586,611,151,223
3,295,12,630.1305,190.7448,20.7363,70.8563,619,640,155,226
4,295,13,177.2905,191.7793,25.095,75.02,164,189,154,229
5,295,14,349.4025,259.2374,30.165,88.175,334,364,215,303
0,296,1,276.3372,190.5938,24.0938,64.6924,264,288,158,222
1,296,9,298.6792,199.5685,27.89,74.5887,284,312,162,236
2,296,11,598.0385,188.8395,25.2749,72.702,585,610,152,225
3,296,12,630.5656,191.9757,20.7916,71.1834,620,640,156,227
4,296,13,181.3787,192.586,25.065,75.275,168,193,154,230
5,296,14,345.1198,258.1686,30.2629,87.6929,329,360,214,302
0,297,1,270.7604,190.4838,23.9435,64.4504,258,282,158,222
1,297,9,303.5055,198.627,27.895,74.4096,289,317,161,235
2,297,11,597.5269,190.3733,25.3208,73.1181,584,610,153,226
3,297,12,631.1027,193.2494,20.8523,71.52,620,641,157,229
4,297,13,185.9369,193.3396,25.035,75.53,173,198,155,231
5,297,14,340.8372,257.0994,30.3613,87.2113,325,356,213,300
0,298,1,265.1638,190.404,23.7974,64.2096,253,277,158,222
1,298,9,308.3316,197.685,27.9,74.23,294,322,160,234
2,298,11,597.209,191.909,25.3669,73.545,584,609,155,228
3,298,12,631.6803,194.54,20.915,71.86,621,642,158,230
4,298,13,190.965,194.0404,25.005,75.785,178,203,156,231
5,298,14,336.5549,256.0298,30.4604,86.7304,321,351,212,299
0,299,1,259.5177,190.4006,23.6633,63.9719,247,271,158,222
1,299,9,313.1575,196.7431,27.905,74.0504,299,327,159,233
2,299,11,597.1589,193.419,25.4131,73.975,584,609,156,230
3,299,12,632.27,195.8356,20.9783,72.2012,621,642,159,231
4,299,13,196.3378,194.7031,24.975,76.04,183,208,156,232
5,299,14,332.2725,254.96,30.5601,86.25,316,347,211,298
0,300,1,253.7802,190.5384,23.5518,63.7403,242,265,158,222
1,300,9,317.9833,195.8018,27.91,73.8713,304,331,158,232
2,300,11,597.3778,194.8956,25.4592,74.405,584,610,157,232
3,300,12,632.86,197.1314,21.0417,72.5429,622,643,160,233
4,300,13,201.8961,195.3455,24.945,76.295,189,214,157,233
5,300,14,327.9901,253.8902,30.66,85.7696,312,343,211,296
0,301,1,247.9184,190.8684,23.4713,63.5171,236,259,159,222
1,301,9,322.8092,194.8614,27.915,73.6929,308,336,158,231
2,301,11,597.7941,196.3474,25.505,74.835,585,610,158,233
3,301,12,633.4497,198.4275,21.105,72.885,622,644,161,234
4,301,13,207.5275,195.98,24.915,76.55,195,219,157,234
5,301,14,323.7078,252.8206,30.76,85.2887,308,339,210,295
